,Crude Oil,Total Motor Gasoline,Fuel Ethanol,Kerosene-Type Jet Fuel,Distillate Fuel Oil,Residual Fuel Oil,Propane/Propylene,Other Oils,Unfinished Oils,Total Stocks (Including SPR),Total Stocks (Excluding SPR),SPR
2021-04-02 00:00:00-04:00,1136.086,234.588,20.642,38.267,145.547,30.933,39.572,284.771,95.275,1930.406,1292.633,637.7729999999999
2021-04-09 00:00:00-04:00,1129.09,234.897,20.518,36.986,143.464,31.38,40.588,283.326,93.211,1920.248,1283.581,636.6670000000001
2021-04-16 00:00:00-04:00,1128.941,234.982,20.447,37.487,142.391,32.367,40.514,285.941,93.803,1923.069,1287.145,635.924
2021-04-23 00:00:00-04:00,1127.582,235.074,19.736,38.118,139.049,32.322,41.001,287.112,94.644,1919.995,1285.52,634.4749999999999
2021-04-30 00:00:00-04:00,1118.544,235.811,20.44,39.795,136.153,31.606,41.471,289.546,95.481,1913.365,1279.938,633.4269999999999
2021-05-07 00:00:00-04:00,1116.719,236.189,19.393,40.64,134.419,31.558,44.012,292.922,93.382,1915.851,1283.823,632.028
2021-05-14 00:00:00-04:00,1116.138,234.226,19.433,41.457,132.095,31.315,44.426,294.627,93.752,1913.717,1283.59,630.1270000000002
2021-05-21 00:00:00-04:00,1112.83,232.481,18.98,42.216,129.082,33.013,44.067,291.736,93.044,1904.404,1275.923,628.481
2021-05-28 00:00:00-04:00,1107.103,233.98,19.588,42.277,132.802,32.703,48.151,289.074,90.66,1905.678,1277.845,627.8330000000001
2021-06-04 00:00:00-04:00,1100.513,241.026,19.96,43.96,137.214,32.447,53.65,291.026,91.214,1919.796,1293.312,626.4840000000002
2021-06-11 00:00:00-04:00,1092.267,242.98,20.602,45.24,136.191,32.356,55.194,289.428,91.847,1914.257,1288.664,625.5930000000001
2021-06-18 00:00:00-04:00,1082.948,240.05,21.12,44.866,137.945,32.36,56.24,291.215,91.07,1906.745,1282.857,623.8879999999999
2021-06-25 00:00:00-04:00,1074.829,241.572,21.572,44.706,137.076,31.1,57.479,292.427,91.386,1900.762,1278.275,622.4869999999999
2021-07-02 00:00:00-04:00,1066.78,235.497,21.149,45.091,138.692,31.599,57.971,292.889,90.695,1889.667,1268.363,621.3039999999999
2021-07-09 00:00:00-04:00,1058.884,236.535,21.134,44.39,142.349,30.63,59.563,298.673,91.187,1892.157,1270.853,621.3039999999999
2021-07-16 00:00:00-04:00,1060.991,236.414,22.518,44.974,141.0,28.659,62.655,299.37,90.518,1896.581,1275.277,621.3039999999999
2021-07-23 00:00:00-04:00,1056.902,234.161,22.733,45.053,137.912,29.399,64.517,299.452,91.473,1890.13,1268.826,621.3040000000001
2021-07-30 00:00:00-04:00,1060.529,228.87,22.649,43.298,138.744,29.134,65.97,299.767,90.794,1888.961,1267.657,621.3040000000001
2021-08-06 00:00:00-04:00,1060.081,227.469,22.276,42.899,140.511,28.861,65.329,301.398,90.43,1888.825,1267.521,621.3040000000001
2021-08-13 00:00:00-04:00,1056.846,228.165,21.558,42.993,137.814,30.08,66.761,299.309,90.462,1883.527,1262.225,621.3020000000001
2021-08-20 00:00:00-04:00,1053.866,225.924,21.223,44.443,138.459,30.216,68.749,295.855,87.845,1878.737,1257.435,621.3020000000001
2021-08-27 00:00:00-04:00,1046.697,227.214,21.11,42.436,136.727,28.735,69.282,292.916,87.387,1865.118,1243.816,621.3019999999999
2021-09-03 00:00:00-04:00,1045.169,219.999,20.39,41.764,133.586,29.384,70.099,294.337,86.312,1854.727,1233.425,621.3020000000001
2021-09-10 00:00:00-04:00,1038.218,218.142,20.01,42.199,131.897,29.666,70.816,294.467,85.143,1845.415,1224.642,620.7729999999999
2021-09-17 00:00:00-04:00,1033.533,221.616,20.111,42.377,129.343,29.968,70.279,294.402,87.061,1841.627,1222.058,619.569
2021-09-24 00:00:00-04:00,1037.231,221.809,20.22,42.609,129.727,29.165,72.921,297.994,87.623,1851.676,1232.987,618.6889999999999
2021-10-01 00:00:00-04:00,1038.657,225.065,19.931,41.291,129.331,28.175,72.288,296.825,88.978,1851.562,1233.792,617.77
2021-10-08 00:00:00-04:00,1043.945,223.107,19.847,41.408,129.307,29.233,71.7,297.134,90.848,1855.682,1238.712,616.97
2021-10-15 00:00:00-04:00,1041.82,217.739,20.08,41.005,125.394,28.314,73.62,296.209,91.608,1844.183,1228.907,615.2760000000001
2021-10-22 00:00:00-04:00,1044.998,215.746,19.925,41.391,124.962,29.736,75.666,295.056,91.285,1847.479,1233.293,614.1860000000001
2021-10-29 00:00:00-04:00,1046.643,214.258,20.129,39.642,127.122,29.378,76.098,293.194,91.197,1846.463,1233.922,612.5409999999999
2021-11-05 00:00:00-04:00,1044.5,212.703,20.286,37.897,124.509,29.142,74.757,298.34,94.38,1842.133,1232.737,609.396
2021-11-12 00:00:00-05:00,1039.15,211.996,20.081,37.983,123.685,27.728,74.568,294.823,90.585,1830.012,1223.865,606.1469999999999
2021-11-19 00:00:00-05:00,1038.525,211.393,20.164,37.494,121.717,27.516,73.612,291.972,91.174,1822.392,1217.887,604.5050000000001
2021-11-26 00:00:00-05:00,1035.667,215.422,20.301,36.072,123.877,27.881,72.66,292.831,90.436,1824.711,1222.155,602.556
2021-12-03 00:00:00-05:00,1033.737,219.304,20.464,36.716,126.61,26.82,73.272,290.298,89.668,1827.222,1226.355,600.867
2021-12-10 00:00:00-05:00,1027.203,218.585,20.883,35.608,123.758,26.742,70.872,285.756,88.2,1809.406,1210.489,598.9169999999999
2021-12-17 00:00:00-05:00,1019.952,224.118,20.705,35.403,124.154,26.468,70.023,279.058,85.405,1799.881,1203.5,596.3810000000001
2021-12-24 00:00:00-05:00,1015.023,222.659,20.676,34.589,122.428,25.623,66.464,272.152,82.875,1779.614,1184.586,595.028
2021-12-31 00:00:00-05:00,1011.533,232.787,21.359,34.957,126.846,25.915,65.73,269.306,81.981,1788.433,1194.751,593.682
2022-01-07 00:00:00-05:00,1006.68,240.748,22.911,34.453,129.383,26.642,62.379,260.455,80.794,1783.651,1190.269,593.3820000000001
2022-01-14 00:00:00-05:00,1005.847,246.621,23.592,34.664,127.952,26.616,58.686,256.833,79.848,1780.811,1188.777,592.0339999999999
2022-01-21 00:00:00-05:00,1006.972,247.918,24.476,36.968,125.154,26.101,54.076,253.805,80.784,1775.47,1184.688,590.7819999999999
2022-01-28 00:00:00-05:00,1004.055,250.037,25.854,37.288,122.744,25.123,49.752,252.96,82.12,1767.813,1178.901,588.912
2022-02-04 00:00:00-05:00,997.902,248.393,24.799,38.361,121.814,27.024,47.838,252.234,82.002,1758.364,1170.849,587.5150000000001
2022-02-11 00:00:00-05:00,996.336,247.061,25.483,37.692,120.262,25.997,41.903,251.053,82.346,1745.787,1160.959,584.828
2022-02-18 00:00:00-05:00,998.406,246.479,25.507,37.847,119.678,26.482,38.002,249.114,83.764,1741.514,1159.13,582.3839999999998
2022-02-25 00:00:00-05:00,993.445,246.011,24.933,38.188,119.104,26.439,37.154,249.939,85.025,1735.213,1155.193,580.02
2022-03-04 00:00:00-05:00,989.058,244.606,25.271,39.163,113.874,27.54,35.53,249.553,84.888,1724.594,1147.098,577.4960000000001
2022-03-11 00:00:00-05:00,991.42,240.991,25.945,38.768,114.206,26.859,33.308,247.53,84.224,1719.027,1143.514,575.5130000000001
2022-03-18 00:00:00-04:00,984.722,238.043,26.148,36.356,112.135,26.656,33.564,250.514,86.671,1708.138,1136.815,571.3229999999999
2022-03-25 00:00:00-04:00,978.272,238.828,26.529,36.082,113.53,27.729,33.709,252.293,86.615,1706.972,1138.65,568.3219999999999
2022-04-01 00:00:00-04:00,976.951,236.787,25.903,35.384,114.301,28.803,34.375,255.911,87.794,1708.416,1143.836,564.5799999999999
2022-04-08 00:00:00-04:00,982.434,233.139,24.803,34.903,111.399,28.241,35.359,261.604,86.797,1711.881,1151.2,560.681
2022-04-15 00:00:00-04:00,969.713,232.378,24.342,35.351,108.735,27.703,36.99,263.876,86.931,1699.086,1143.106,555.98
2022-04-22 00:00:00-04:00,967.494,230.805,23.965,35.82,107.286,27.984,39.185,264.359,88.642,1696.899,1143.829,553.0699999999999
2022-04-29 00:00:00-04:00,965.712,228.575,23.887,36.178,104.942,28.23,40.81,268.087,89.025,1696.42,1146.435,549.9850000000001
2022-05-06 00:00:00-04:00,967.208,224.968,24.14,38.321,104.029,28.259,44.224,268.169,87.625,1699.318,1156.324,542.9939999999999
2022-05-13 00:00:00-04:00,958.804,220.189,23.791,38.331,105.264,29.339,44.517,271.144,87.459,1691.379,1153.395,537.9839999999999
2022-05-20 00:00:00-04:00,951.814,219.707,23.712,39.087,106.921,27.127,46.333,271.362,87.638,1686.064,1154.051,532.0130000000001
2022-05-27 00:00:00-04:00,941.325,218.996,22.961,39.589,106.392,26.913,49.572,275.515,88.195,1681.261,1154.669,526.5919999999999
2022-06-03 00:00:00-04:00,936.081,218.184,23.636,40.257,108.984,27.856,50.233,279.711,88.113,1684.943,1165.62,519.3230000000001
2022-06-10 00:00:00-04:00,930.326,217.474,23.197,40.611,109.709,28.836,51.821,280.203,87.422,1682.179,1170.567,511.6120000000001
2022-06-24 00:00:00-04:00,913.434,221.608,22.746,41.417,112.401,28.316,54.003,284.584,88.336,1678.509,1180.641,497.86799999999994
2022-07-01 00:00:00-04:00,915.828,219.112,23.49,39.931,111.135,28.442,54.911,284.945,87.996,1677.795,1185.767,492.028
2022-07-08 00:00:00-04:00,912.201,224.937,23.606,41.344,113.803,29.251,57.801,289.714,87.775,1692.658,1207.511,485.14699999999993
2022-07-15 00:00:00-04:00,906.758,228.435,23.553,39.861,112.508,29.233,59.204,289.245,86.846,1688.796,1208.647,480.1490000000001
2022-07-22 00:00:00-04:00,896.631,225.131,23.328,40.137,111.724,29.325,61.794,291.869,87.78,1679.939,1205.394,474.5450000000001
2022-07-29 00:00:00-04:00,896.408,225.294,23.394,41.631,109.324,28.188,63.614,290.922,86.222,1678.775,1208.92,469.855
2022-08-05 00:00:00-04:00,896.568,220.316,23.256,40.665,111.49,29.146,65.664,299.379,85.925,1686.484,1221.926,464.558
2022-08-12 00:00:00-04:00,886.11,215.674,23.446,40.084,112.256,27.425,68.002,300.925,85.545,1673.923,1212.767,461.1559999999999
2022-08-19 00:00:00-04:00,874.737,215.647,23.807,39.65,111.594,28.387,68.011,305.362,86.708,1667.196,1214.131,453.0649999999998
2022-08-26 00:00:00-04:00,868.344,214.475,23.533,38.567,111.706,28.011,72.231,307.071,87.037,1663.939,1213.941,449.9980000000001
2022-09-02 00:00:00-04:00,869.662,214.808,23.138,38.722,111.801,27.272,74.118,308.099,85.758,1667.619,1225.148,442.471
2022-09-09 00:00:00-04:00,863.69,213.04,22.843,39.201,116.02,28.323,77.878,303.682,84.115,1664.676,1230.619,434.057
2022-09-16 00:00:00-04:00,857.932,214.61,22.501,39.186,117.25,29.375,81.191,304.974,83.872,1667.02,1239.862,427.1579999999999
2022-09-23 00:00:00-04:00,853.142,212.188,22.691,36.75,114.359,27.795,82.828,303.8,82.529,1653.552,1230.969,422.58299999999986
2022-09-30 00:00:00-04:00,845.592,207.46,21.685,36.213,110.916,28.747,84.391,302.351,81.998,1637.354,1220.965,416.3890000000001
2022-10-07 00:00:00-04:00,847.781,209.482,21.863,36.069,106.063,29.071,85.483,301.884,84.03,1637.697,1228.998,408.69899999999984
2022-10-14 00:00:00-04:00,842.492,209.368,21.844,36.227,106.187,29.064,85.964,300.454,83.899,1631.6,1226.465,405.135
2022-10-21 00:00:00-04:00,841.663,207.89,22.291,36.057,106.357,30.017,86.817,295.438,83.5,1626.53,1224.812,401.7180000000001
2022-10-28 00:00:00-04:00,836.622,206.633,22.232,36.394,106.784,30.308,88.051,296.867,83.527,1623.891,1224.099,399.79200000000014
2022-11-04 00:00:00-04:00,836.974,205.733,22.192,36.975,106.263,30.308,87.74,293.319,84.603,1619.505,1223.286,396.2190000000001
2022-11-11 00:00:00-05:00,827.474,207.94,21.298,37.279,107.383,29.385,87.813,290.293,84.315,1608.865,1216.746,392.1189999999999
2022-11-18 00:00:00-05:00,822.183,210.998,22.829,37.43,109.101,29.721,89.029,289.316,84.296,1610.605,1220.087,390.518
2022-11-25 00:00:00-05:00,808.2,213.768,22.934,36.258,112.648,29.634,90.633,286.356,82.124,1600.432,1211.316,389.116
2022-12-02 00:00:00-05:00,800.917,219.087,23.257,37.972,118.807,28.998,89.678,285.491,82.143,1604.208,1217.189,387.019
2022-12-09 00:00:00-05:00,806.4,223.583,24.409,36.487,120.171,28.692,90.336,283.361,81.811,1613.439,1231.168,382.2710000000002
2022-12-16 00:00:00-05:00,796.858,226.113,24.067,36.498,119.929,29.401,87.415,277.955,79.313,1598.236,1219.612,378.624
2022-12-23 00:00:00-05:00,794.08,223.008,24.636,36.276,120.212,30.408,84.427,270.452,78.458,1583.499,1208.371,375.12799999999993
2022-12-30 00:00:00-05:00,793.026,222.662,24.444,34.131,118.785,30.032,80.681,273.867,83.411,1577.627,1205.247,372.3799999999999
2023-01-06 00:00:00-05:00,811.187,226.776,23.8,33.904,117.716,29.65,78.587,277.609,84.963,1599.229,1227.649,371.58000000000015
2023-01-13 00:00:00-05:00,819.594,230.259,23.402,34.356,115.777,30.602,76.619,270.998,82.339,1601.607,1230.028,371.5789999999999
2023-01-20 00:00:00-05:00,820.127,232.022,25.077,35.504,115.27,31.12,75.618,270.858,83.452,1605.596,1234.017,371.5789999999999
2023-01-27 00:00:00-05:00,824.267,234.598,24.442,35.471,117.59,31.323,73.181,266.321,83.349,1607.193,1235.614,371.5789999999999
2023-02-03 00:00:00-05:00,826.69,239.606,24.417,35.818,120.522,32.751,68.874,261.87,83.109,1610.547,1238.968,371.5789999999999
2023-02-10 00:00:00-05:00,842.973,241.922,25.339,36.532,119.237,30.814,66.297,266.642,86.802,1629.756,1258.177,371.5790000000002
2023-02-17 00:00:00-05:00,850.62,240.066,25.588,37.291,121.935,30.294,63.336,263.926,87.863,1633.058,1261.479,371.5789999999999
2023-02-24 00:00:00-05:00,851.786,239.192,24.775,37.551,122.114,30.693,60.59,263.375,88.976,1630.076,1258.497,371.5789999999999
2023-03-03 00:00:00-05:00,850.092,238.058,25.32,37.248,122.252,31.007,60.053,267.898,90.436,1631.927,1260.348,371.5789999999999
2023-03-10 00:00:00-05:00,851.642,235.997,26.394,36.711,119.715,30.845,60.97,267.726,89.291,1630.001,1258.422,371.5789999999999
2023-03-17 00:00:00-04:00,852.759,229.598,26.188,36.84,116.402,30.729,58.703,268.348,90.218,1619.566,1247.987,371.5789999999999
2023-03-24 00:00:00-04:00,845.27,226.694,25.527,38.249,116.683,30.673,56.243,269.539,89.679,1608.878,1237.299,371.5789999999999
2023-03-31 00:00:00-04:00,841.127,222.575,25.136,38.021,113.051,29.445,55.708,272.361,88.606,1597.425,1226.25,371.1749999999999
2023-04-07 00:00:00-04:00,840.124,222.245,25.128,38.977,112.445,30.81,56.177,278.326,88.373,1604.231,1234.656,369.5750000000001
2023-04-14 00:00:00-04:00,833.931,223.544,25.293,39.891,112.09,31.848,55.456,280.143,89.999,1602.195,1234.232,367.963
2023-04-21 00:00:00-04:00,827.856,221.136,24.306,40.782,111.513,32.362,58.889,283.937,92.162,1600.781,1233.839,366.942
2023-04-28 00:00:00-04:00,824.571,222.878,23.363,41.605,110.323,32.315,58.292,285.846,91.672,1599.194,1234.256,364.9379999999999
2023-05-05 00:00:00-04:00,824.598,219.711,23.291,39.886,106.153,33.134,61.404,288.577,91.149,1596.753,1234.739,362.0139999999999
2023-05-12 00:00:00-04:00,827.21,218.33,23.191,41.602,106.233,32.514,63.655,289.203,90.539,1601.938,1242.352,359.586
2023-05-19 00:00:00-04:00,813.122,216.277,22.041,42.577,105.672,32.843,66.714,290.294,89.168,1589.539,1231.585,357.95399999999995
2023-05-26 00:00:00-04:00,815.093,216.07,22.332,41.441,106.657,33.086,70.671,293.003,88.643,1598.35,1242.914,355.4359999999999
2023-06-02 00:00:00-04:00,812.774,218.815,22.948,42.332,111.731,32.713,72.342,295.624,88.25,1609.281,1255.712,353.56899999999996
2023-06-09 00:00:00-04:00,818.811,220.923,22.226,42.337,113.854,32.205,75.461,293.723,85.737,1619.541,1267.854,351.6869999999999
2023-06-16 00:00:00-04:00,813.261,221.402,22.804,40.91,114.288,31.274,76.952,298.254,86.698,1619.145,1269.177,349.9680000000001
2023-06-23 00:00:00-04:00,802.307,222.005,22.979,41.093,114.411,30.967,79.547,299.235,86.2,1612.544,1263.927,348.6170000000002
2023-06-30 00:00:00-04:00,799.341,219.456,22.26,41.358,113.366,30.901,81.119,300.52,85.158,1608.32,1261.161,347.1589999999999
2023-07-07 00:00:00-04:00,804.886,219.452,22.658,41.797,118.181,30.551,83.793,303.577,85.089,1624.895,1278.137,346.75800000000004
2023-07-14 00:00:00-04:00,804.179,218.386,23.166,42.377,118.194,29.397,84.68,303.368,85.746,1623.748,1276.989,346.759
2023-07-21 00:00:00-04:00,803.579,217.6,23.228,41.258,117.949,27.821,85.704,306.118,85.978,1623.257,1276.498,346.759
2023-07-28 00:00:00-04:00,786.53,219.081,22.86,41.081,117.153,27.508,88.623,309.982,85.943,1612.818,1266.059,346.759
2023-08-04 00:00:00-04:00,793.376,216.42,22.88,41.224,115.447,28.786,89.95,312.84,84.96,1620.924,1273.17,347.7539999999999
2023-08-11 00:00:00-04:00,788.016,216.158,23.435,41.342,115.743,26.961,90.621,311.849,85.53,1614.127,1265.773,348.35400000000004
2023-08-18 00:00:00-04:00,782.476,217.626,22.79,41.788,116.688,26.235,92.286,311.838,86.127,1611.727,1262.779,348.9480000000001
2023-08-25 00:00:00-04:00,772.486,217.412,21.609,41.065,117.923,26.911,95.465,311.418,83.09,1604.291,1254.749,349.5419999999999
2023-09-01 00:00:00-04:00,766.977,214.746,21.621,42.007,118.602,26.282,95.977,319.278,84.904,1605.491,1255.151,350.3399999999999
2023-09-08 00:00:00-04:00,771.222,220.307,21.171,41.29,122.533,27.194,99.113,313.36,84.389,1616.19,1265.56,350.6300000000001
2023-09-15 00:00:00-04:00,769.686,219.476,21.681,42.326,119.666,28.796,100.702,317.439,85.54,1619.772,1268.542,351.23
2023-09-22 00:00:00-04:00,767.267,220.503,22.048,42.985,120.064,28.724,101.433,315.006,83.722,1618.029,1267.049,350.98
2023-09-29 00:00:00-04:00,765.343,226.984,21.884,42.662,118.795,27.506,101.408,318.385,86.158,1622.967,1271.687,351.2800000000002
2023-10-06 00:00:00-04:00,775.513,225.671,21.526,42.935,116.958,27.69,101.514,317.458,86.166,1629.265,1277.991,351.2740000000001
2023-10-13 00:00:00-04:00,771.022,223.301,21.112,43.061,113.773,26.79,102.32,316.001,85.031,1617.38,1266.106,351.2740000000001
2023-10-20 00:00:00-04:00,772.394,223.457,21.398,41.769,112.087,27.35,102.431,316.003,84.316,1616.887,1265.613,351.2739999999999
2023-10-27 00:00:00-04:00,773.167,223.522,21.012,40.47,111.295,27.46,101.199,315.712,86.679,1613.836,1262.562,351.2740000000001
2023-11-10 00:00:00-05:00,790.628,215.67,20.954,36.72,106.579,26.861,99.742,317.788,89.968,1614.94,1263.666,351.2740000000001
2023-11-17 00:00:00-05:00,799.328,216.42,21.652,37.248,105.561,27.658,99.272,312.264,87.583,1619.403,1268.129,351.2740000000001
2023-11-24 00:00:00-05:00,801.251,218.184,21.379,36.631,110.778,26.018,98.738,309.645,87.534,1622.622,1271.035,351.587
2023-12-01 00:00:00-05:00,796.948,223.604,21.439,37.953,112.045,26.091,96.967,306.191,87.566,1621.239,1269.322,351.91700000000014
2023-12-08 00:00:00-05:00,792.684,224.013,22.1,36.845,113.539,26.66,95.925,299.463,88.092,1611.228,1259.317,351.91100000000006
2023-12-15 00:00:00-05:00,796.222,226.723,22.906,39.27,115.024,25.841,93.73,294.845,87.273,1614.562,1262.022,352.53999999999996
2023-12-22 00:00:00-05:00,789.901,226.054,23.517,37.693,115.765,25.969,84.684,293.987,84.333,1597.571,1244.238,353.33299999999986
2023-12-29 00:00:00-05:00,785.453,236.954,23.579,39.698,125.855,24.693,82.647,286.633,82.126,1605.513,1251.125,354.3879999999999
2024-01-05 00:00:00-05:00,787.397,244.982,24.371,39.316,132.383,25.847,79.063,282.303,81.94,1615.663,1260.669,354.9939999999999
2024-01-12 00:00:00-05:00,785.501,248.065,25.695,40.921,134.753,26.809,76.311,280.978,83.743,1619.033,1263.443,355.5899999999999
2024-01-19 00:00:00-05:00,777.188,252.977,25.815,41.862,133.336,26.267,67.912,272.27,81.088,1597.628,1241.118,356.51
2024-01-26 00:00:00-05:00,779.314,254.134,24.27,41.148,130.795,26.716,62.595,269.953,80.132,1588.923,1231.521,357.40200000000004
2024-02-02 00:00:00-05:00,785.449,250.988,24.779,40.894,127.574,27.489,60.577,267.33,80.895,1585.08,1227.063,358.0169999999998
2024-02-09 00:00:00-05:00,798.213,247.33,25.81,40.961,125.659,27.687,56.9,268.452,82.152,1591.013,1232.25,358.7629999999999
2024-02-16 00:00:00-05:00,802.475,247.037,25.502,41.104,121.651,29.122,54.613,269.497,85.152,1591.0,1231.489,359.51099999999997
2024-02-23 00:00:00-05:00,807.417,244.205,26.022,40.031,121.141,29.455,51.181,269.132,87.591,1588.585,1228.331,360.25400000000013
2024-03-01 00:00:00-05:00,809.49,239.745,26.051,40.09,117.01,29.576,51.177,270.644,89.434,1583.783,1222.823,360.9599999999998
2024-03-08 00:00:00-05:00,808.55,234.083,25.782,40.563,117.898,29.008,51.855,271.913,91.135,1579.652,1218.096,361.556
2024-03-15 00:00:00-04:00,807.348,230.773,26.009,40.447,118.522,29.742,52.207,269.205,88.736,1574.253,1211.947,362.306
2024-03-22 00:00:00-04:00,811.257,232.072,26.092,41.192,117.337,30.341,52.164,269.867,89.801,1580.322,1217.272,363.0499999999999
2024-03-29 00:00:00-04:00,815.058,227.816,26.416,40.855,116.069,29.746,51.81,270.962,89.246,1578.731,1215.09,363.6410000000001
2024-04-05 00:00:00-04:00,821.494,228.531,26.208,41.189,117.728,29.36,51.705,275.521,89.752,1591.735,1227.499,364.2359999999999
2024-04-12 00:00:00-04:00,824.877,227.377,26.08,42.227,114.968,28.147,55.694,283.035,92.891,1602.406,1237.522,364.884
2024-04-19 00:00:00-04:00,819.302,226.743,25.733,40.966,116.582,28.475,56.675,284.954,90.795,1599.431,1233.754,365.67700000000013
